destination,country,continent,city,place_name,place_variant,avg cost (usd/day),avg_temp_year,hiking_score,beach_score,nightlife_score,culture_score,food_score,adventure_score,nature_score,safety_score,accommodation_type,terrain_type,travel_style
Italy,Italy,Europe,Milan,Fashion Hotels,day-trip zone,308.29,13.4,5.0,7.0,7.0,7.0,8.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
China,China,Asia,Suzhou,Classical Gardens,day-trip zone,173.78,11.2,5.0,5.0,7.0,10.0,8.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Brazil,Brazil,South America,Amazonas,Amazon Jungle Lodges,day-trip zone,107.19,25.2,8.0,6.0,4.0,7.0,6.0,8.0,9.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Argentina,Argentina,South America,Bariloche,Family Lake Trips,nearby district,131.01,15.3,7.0,6.0,4.0,7.0,8.0,6.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
Egypt,Egypt,Africa,Aswan,Nile Desert Routes,nearby district,102.04,19.7,9.0,5.0,4.0,5.0,7.0,10.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Chiang Mai,Ethical Elephant Parks,day-trip zone,129.08,29.2,6.0,5.0,4.0,6.0,7.0,6.0,8.0,8.0,Standard Hotel,Mountain-Nature,Family
Mexico,Mexico,North America,Puerto Vallarta,High-end Coast,local experience,264.14,18.0,4.0,8.0,7.0,8.0,9.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Italy,Italy,Europe,Lake Como,Lakeside Retreat,local experience,179.64,20.3,5.0,9.0,5.0,5.0,7.0,6.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Jasper,Glacier Hikes,nearby district,155.97,6.0,9.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Vietnam,Vietnam,Asia,Da Lat,Waterfalls and Canyoning,local experience,119.05,,8.0,5.0,5.0,7.0,6.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
New Zealand,New Zealand,Oceania,Bay of Islands,Coastal Retreat,main area,162.4,15.5,6.0,8.0,5.0,5.0,5.0,6.0,7.0,9.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Rotorua,Geothermal Parks,main area,139.05,10.3,6.0,8.0,4.0,7.0,7.0,5.0,8.0,8.0,Standard Hotel,Mountain-Nature,Family
Thailand,Thailand,Asia,Krabi,Limestone Beaches,day-trip zone,137.65,26.6,5.0,10.0,5.0,6.0,5.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Kenya,Kenya,Africa,Naivasha,Boat Trips,local experience,146.37,27.9,5.0,7.0,,7.0,8.0,5.0,7.0,6.0,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Durban,Indian Ocean Culture,local experience,138.83,17.9,3.0,8.0,6.0,10.0,8.0,5.0,,5.0,Standard Hotel,Coastal,Culture
Greece,Greece,Europe,Naxos,Budget Island Stay,nearby district,120.22,18.0,5.0,8.0,6.0,7.0,7.0,,7.0,6.0,Guesthouse/Hostel,Coastal,Budget
USA,USA,North America,Aspen,Mountain Luxury,day-trip zone,244.02,13.0,6.0,8.0,6.0,6.0,9.0,4.0,8.0,8.0,Resort/Apartment,Mountain-Nature,Luxury
Mexico,Mexico,North America,Puebla,Colonial Center,local experience,159.81,20.2,4.0,2.0,7.0,10.0,8.0,2.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
India,India,Asia,Rishikesh,Yoga Retreats,day-trip zone,133.97,26.7,6.0,8.0,5.0,6.0,7.0,4.0,8.0,6.0,Resort/Apartment,Mountain-Nature,Relaxation
Vietnam,Vietnam,Asia,Ho Chi Minh City,High-end Hotels,local experience,248.36,29.7,5.0,7.0,8.0,8.0,8.0,4.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Italy,Italy,Europe,Dolomites,Alpine Hikes,main area,153.26,16.6,8.0,5.0,3.0,6.0,6.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
France,France,Europe,Chamonix,Mont Blanc Trails,main area,127.92,9.2,9.0,5.0,3.0,5.0,7.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Kenya,Kenya,Africa,Nairobi,Museums and Markets,main area,136.04,18.7,5.0,4.0,5.0,8.0,7.0,3.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Drakensberg,Mountain Hikes,nearby district,129.52,17.1,8.0,6.0,3.0,7.0,6.0,8.0,8.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Greece,Greece,Europe,Naxos,Calm Family Coast,local experience,189.54,20.3,6.0,9.0,3.0,8.0,7.0,5.0,7.0,8.0,Standard Hotel,Coastal,Family
New Zealand,New Zealand,Oceania,Fiordland,Milford Track,nearby district,130.29,9.5,7.0,4.0,3.0,6.0,6.0,10.0,7.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Germany,Germany,Europe,Black Forest,Family Trails,day-trip zone,139.15,11.7,6.0,8.0,5.0,7.0,6.0,5.0,8.0,9.0,Standard Hotel,Mountain-Nature,Family
Thailand,Thailand,Asia,Krabi,Rock Climbing,nearby district,122.66,27.9,8.0,3.0,4.0,6.0,5.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Rabat,Historic Capital,day-trip zone,132.23,22.8,4.0,6.0,5.0,9.0,9.0,4.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
China,China,Asia,Shanghai,Bund Luxury Hotels,main area,315.85,12.8,4.0,8.0,6.0,5.0,9.0,3.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,Mendoza,Budget Wine Hostels,nearby district,66.59,14.7,5.0,5.0,6.0,6.0,8.0,6.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
India,India,Asia,Delhi,Historic Monuments,local experience,117.69,26.1,4.0,3.0,7.0,9.0,7.0,4.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Black Forest,Forest Hikes,nearby district,119.64,10.1,9.0,4.0,4.0,6.0,,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Sacred Valley,Luxury Lodges,main area,212.03,14.0,5.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,Resort/Apartment,Coastal,Luxury
South Africa,South Africa,Africa,Durban,Indian Ocean Culture,local experience,156.2,23.4,4.0,8.0,5.0,10.0,8.0,4.0,6.0,7.0,Standard Hotel,Coastal,Culture
New Zealand,New Zealand,Oceania,Rotorua,Hot Springs,day-trip zone,164.71,13.6,3.0,8.0,6.0,5.0,7.0,4.0,8.0,9.0,Resort/Apartment,Coastal,Relaxation
South Africa,South Africa,Africa,Knysna,Lagoon Stay,day-trip zone,161.2,18.3,7.0,9.0,5.0,5.0,6.0,6.0,7.0,6.0,Resort/Apartment,Coastal,Relaxation
China,China,Asia,Beijing,Palace Hotels,day-trip zone,321.56,13.6,5.0,9.0,6.0,8.0,8.0,4.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,El Chalten,Fitz Roy Trails,main area,116.71,14.8,8.0,3.0,4.0,6.0,7.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Paracas,Boat Wildlife Tours,local experience,147.93,16.5,5.0,7.0,3.0,6.0,8.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
India,India,Asia,Jaipur,Budget Heritage Hostels,main area,52.17,22.5,6.0,6.0,7.0,8.0,8.0,5.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
USA,USA,North America,New York City,Luxury Hotels,main area,252.23,15.9,4.0,8.0,6.0,8.0,8.0,4.0,8.0,7.0,Resort/Apartment,Coastal,Luxury
India,India,Asia,Rishikesh,Rafting and Yoga,nearby district,112.75,25.5,8.0,5.0,4.0,5.0,6.0,10.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Krabi,Rock Climbing,nearby district,108.75,22.9,8.0,5.0,4.0,6.0,7.0,10.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
USA,USA,North America,Utah,National Park Road Trip,main area,143.96,13.7,9.0,5.0,4.0,5.0,5.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Sacred Valley,Luxury Lodges,main area,209.87,17.2,5.0,8.0,7.0,8.0,9.0,5.0,6.0,6.0,Resort/Apartment,Coastal,Luxury
USA,USA,North America,New York City,Museums and Broadway,main area,143.66,18.2,3.0,3.0,5.0,8.0,9.0,5.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
New Zealand,New Zealand,Oceania,Rotorua,Budget Motels,day-trip zone,101.03,16.2,8.0,6.0,6.0,7.0,7.0,6.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
New Zealand,New Zealand,Oceania,Rotorua,Geothermal Parks,main area,158.82,15.0,6.0,6.0,4.0,7.0,8.0,4.0,8.0,9.0,Standard Hotel,Mountain-Nature,Family
China,China,Asia,Shanghai,Disney Resort,nearby district,187.12,14.1,5.0,6.0,3.0,7.0,7.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Australia,Australia,Oceania,Canberra,National Institutions,local experience,146.89,16.7,3.0,3.0,5.0,8.0,7.0,3.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Greece,Greece,Europe,Athens,Acropolis and Plaka,main area,196.83,19.2,3.0,3.0,5.0,8.0,7.0,3.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Brazil,Brazil,South America,Foz do Iguacu,Iguazu Falls Trails,main area,94.52,24.8,8.0,3.0,6.0,5.0,6.0,10.0,10.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Montreal,Student Hostels,main area,108.57,5.8,6.0,5.0,6.0,5.0,7.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Argentina,Argentina,South America,Buenos Aires,Palermo Hostel Area,local experience,88.58,15.2,6.0,5.0,6.0,8.0,7.0,6.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Germany,Germany,Europe,Leipzig,Affordable Arts Scene,main area,48.77,10.8,,6.0,5.0,8.0,7.0,6.0,6.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
Germany,Germany,Europe,Baden-Baden,Spa Hotels,nearby district,196.76,11.4,4.0,8.0,7.0,7.0,9.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Rotorua,Hot Springs,day-trip zone,150.06,14.9,4.0,9.0,5.0,4.0,7.0,4.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Germany,Germany,Europe,Berlin,High-end Culture Stay,local experience,208.53,8.4,4.0,6.0,7.0,6.0,8.0,5.0,5.0,9.0,Resort/Apartment,Coastal,Luxury
Australia,Australia,Oceania,Gold Coast,Theme Parks,main area,177.58,24.0,6.0,8.0,4.0,8.0,,4.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Lake Como,Lakeside Retreat,local experience,175.98,21.2,4.0,8.0,6.0,6.0,7.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Peru,Peru,South America,Arequipa,Colonial Center,day-trip zone,131.8,17.6,2.0,3.0,6.0,9.0,6.0,5.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Australia,Australia,Oceania,Gold Coast,Beach Resorts,main area,173.94,21.8,4.0,8.0,6.0,8.0,8.0,4.0,7.0,9.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Wellington,Budget City Hostels,main area,91.06,9.7,6.0,5.0,5.0,8.0,7.0,5.0,7.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
New Zealand,New Zealand,Oceania,Rotorua,Premium Spa Lodges,local experience,254.28,14.6,3.0,6.0,7.0,7.0,,5.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Paris,Museums and Monuments,main area,132.93,8.3,4.0,3.0,6.0,8.0,9.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Argentina,Argentina,South America,Tigre,Delta Boat Escapes,local experience,130.13,22.2,4.0,8.0,5.0,4.0,6.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Spain,Spain,Europe,Seville,Budget Tapas Stay,nearby district,105.87,16.0,5.0,6.0,4.0,5.0,7.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Argentina,Argentina,South America,El Chalten,Fitz Roy Trails,main area,112.55,14.3,8.0,4.0,3.0,5.0,6.0,9.0,8.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Spain,Spain,Europe,Andalusia,Sierra Nevada Routes,day-trip zone,162.87,18.5,8.0,5.0,4.0,7.0,7.0,8.0,8.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
France,France,Europe,Paris,Palace Hotels,main area,224.15,11.7,4.0,7.0,7.0,8.0,8.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
China,China,Asia,Beijing,Palace Hotels,day-trip zone,323.21,15.3,5.0,8.0,6.0,8.0,9.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Canada,Canada,North America,Ottawa,National Museums,local experience,138.14,8.0,2.0,4.0,6.0,9.0,7.0,5.0,4.0,9.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Drakensberg,Mountain Hikes,nearby district,136.37,18.5,8.0,5.0,3.0,5.0,7.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
India,India,Asia,Goa,Beach Villages,main area,133.47,28.8,3.0,9.0,5.0,5.0,6.0,5.0,9.0,6.0,Resort/Apartment,Coastal,Relaxation
Greece,Greece,Europe,Rhodes,Old Town and Beaches,nearby district,194.87,21.5,6.0,8.0,4.0,8.0,6.0,5.0,7.0,9.0,Standard Hotel,Coastal,Family
New Zealand,New Zealand,Oceania,Rotorua,Hot Springs,day-trip zone,164.96,12.5,5.0,9.0,5.0,5.0,7.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
India,India,Asia,Jaipur,Heritage Palaces,nearby district,227.42,26.5,4.0,6.0,8.0,8.0,9.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
South Africa,South Africa,Africa,Cape Winelands,Wine Estates,main area,155.82,20.2,5.0,8.0,4.0,6.0,6.0,5.0,9.0,7.0,Resort/Apartment,Coastal,Relaxation
Italy,Italy,Europe,Milan,Fashion Hotels,day-trip zone,324.71,16.5,,6.0,9.0,7.0,10.0,6.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Germany,Germany,Europe,Black Forest,Family Trails,day-trip zone,142.72,11.8,6.0,6.0,4.0,,7.0,8.0,8.0,9.0,Standard Hotel,Mountain-Nature,Family
Egypt,Egypt,Africa,Marsa Alam,Resort Coast,local experience,216.41,22.2,4.0,8.0,7.0,7.0,9.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Thailand,Thailand,Asia,Chiang Mai,Budget Guesthouses,main area,89.11,29.6,6.0,,5.0,6.0,8.0,6.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
New Zealand,New Zealand,Oceania,Bay of Islands,Luxury Lodges,nearby district,243.16,12.6,4.0,8.0,7.0,7.0,9.0,4.0,7.0,9.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Ho Chi Minh City,War History and Markets,local experience,134.77,24.9,4.0,3.0,6.0,8.0,7.0,5.0,6.0,7.0,Standard Hotel,Urban-Heritage,Culture
Canada,Canada,North America,Whistler,Ski Resorts,local experience,265.86,9.8,5.0,7.0,7.0,8.0,10.0,6.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Australia,Australia,Oceania,Port Douglas,Reef Luxury Stays,local experience,287.45,15.0,4.0,8.0,7.0,8.0,7.0,4.0,8.0,8.0,Resort/Apartment,Coastal,Luxury
Spain,Spain,Europe,Barcelona,Gaudi and Gothic Quarter,main area,164.13,16.4,4.0,3.0,6.0,9.0,6.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,Florida Keys,Tropical Coast,nearby district,145.86,16.7,5.0,9.0,5.0,5.0,8.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Spain,Spain,Europe,Madrid,Hostel Neighborhoods,local experience,104.73,17.7,5.0,6.0,6.0,7.0,7.0,5.0,7.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Mexico,Mexico,North America,Puerto Vallarta,High-end Coast,local experience,265.34,23.8,5.0,8.0,8.0,6.0,8.0,2.0,6.0,6.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,Mendoza,Luxury Wine Estates,main area,229.12,15.2,4.0,8.0,8.0,6.0,8.0,6.0,5.0,8.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Bahia,Praia do Forte,local experience,111.35,24.6,4.0,9.0,5.0,5.0,7.0,4.0,7.0,5.0,Resort/Apartment,Coastal,Relaxation
Spain,Spain,Europe,Barcelona,Gaudi and Gothic Quarter,main area,151.23,19.6,3.0,4.0,6.0,9.0,9.0,4.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Greece,Greece,Europe,Zagori,Vikos Gorge,day-trip zone,181.67,21.6,8.0,3.0,4.0,6.0,8.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
China,China,Asia,Shanghai,Disney Resort,nearby district,202.58,14.4,7.0,6.0,3.0,5.0,8.0,7.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
Greece,Greece,Europe,Crete,Five Star Coast,day-trip zone,326.59,21.9,4.0,8.0,6.0,7.0,8.0,4.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Spain,Spain,Europe,Barcelona,Gaudi and Gothic Quarter,main area,155.11,17.3,3.0,4.0,6.0,8.0,7.0,5.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Vietnam,Vietnam,Asia,Da Nang,Luxury Beach Hotels,nearby district,230.67,26.9,4.0,8.0,9.0,6.0,8.0,5.0,7.0,,Resort/Apartment,Coastal,Luxury
Canada,Canada,North America,Montreal,Student Hostels,main area,102.61,5.1,5.0,5.0,7.0,7.0,8.0,3.0,6.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Yunnan,Tiger Leaping Gorge,day-trip zone,189.56,7.9,8.0,4.0,4.0,6.0,7.0,8.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Australia,Australia,Oceania,Sydney,Harbour Culture,nearby district,170.67,22.3,4.0,3.0,5.0,9.0,9.0,4.0,,7.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Bologna,Student City,nearby district,93.22,17.1,6.0,5.0,5.0,8.0,8.0,4.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Mexico,Mexico,North America,Oaxaca,Budget Food Stay,main area,113.41,21.9,4.0,4.0,7.0,6.0,8.0,5.0,7.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Australia,Australia,Oceania,Blue Mountains,Hiking Lookouts,nearby district,143.72,19.8,8.0,5.0,4.0,6.0,6.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
India,India,Asia,Agra,Monument Family Tours,main area,147.1,22.6,5.0,,4.0,8.0,6.0,6.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Peru,Peru,South America,Arequipa,Colonial Center,day-trip zone,127.09,17.4,2.0,5.0,5.0,,9.0,4.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Vietnam,Vietnam,Asia,Ho Chi Minh City,High-end Hotels,local experience,222.81,26.0,6.0,7.0,8.0,8.0,9.0,6.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Courchevel,Alpine Resorts,day-trip zone,232.53,13.1,6.0,6.0,9.0,6.0,7.0,5.0,8.0,8.0,Resort/Apartment,Mountain-Nature,Luxury
Kenya,Kenya,Africa,Nairobi,High-end Hotels,day-trip zone,226.19,24.7,4.0,7.0,8.0,8.0,9.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Japan,Japan,Asia,Okinawa,Diving Islands,local experience,115.06,15.5,8.0,8.0,4.0,5.0,7.0,9.0,10.0,9.0,Guesthouse/Hostel,Coastal,Adventure
Australia,Australia,Oceania,Gold Coast,Beach Resorts,main area,181.15,24.9,5.0,8.0,5.0,8.0,6.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
India,India,Asia,Goa,Budget Beach Huts,day-trip zone,68.02,24.1,5.0,8.0,5.0,8.0,7.0,5.0,7.0,7.0,Guesthouse/Hostel,Coastal,Budget
Germany,Germany,Europe,Cologne,Cathedral Quarter,local experience,128.41,9.7,4.0,3.0,6.0,9.0,8.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,Arizona,Grand Canyon,day-trip zone,142.44,12.2,8.0,3.0,3.0,5.0,7.0,10.0,8.0,,Guesthouse/Hostel,Mountain-Nature,Adventure
Mexico,Mexico,North America,Oaxaca,Sierra Norte Trails,local experience,140.19,18.5,9.0,5.0,4.0,4.0,7.0,9.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Argentina,Argentina,South America,Buenos Aires,San Telmo Historic Quarter,main area,117.54,13.1,4.0,3.0,6.0,9.0,7.0,3.0,5.0,,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Paris,Museums and Monuments,main area,153.71,14.2,3.0,5.0,6.0,9.0,8.0,6.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
China,China,Asia,Dali,Lake Retreat,local experience,197.42,17.2,4.0,9.0,5.0,6.0,8.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Thailand,Thailand,Asia,Krabi,Premium Beach Resorts,local experience,243.94,29.6,3.0,8.0,9.0,6.0,9.0,6.0,7.0,9.0,Resort/Apartment,Coastal,Luxury
Italy,Italy,Europe,Venice,Canals and Palaces,day-trip zone,179.73,18.0,3.0,4.0,5.0,9.0,8.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Nagoya,Affordable Base,day-trip zone,61.59,18.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,10.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Barcelona,Gaudi and Gothic Quarter,main area,157.63,15.1,4.0,4.0,7.0,8.0,7.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Egypt,Egypt,Africa,Luxor,Temple Tours,day-trip zone,137.52,26.7,4.0,5.0,5.0,,7.0,5.0,7.0,6.0,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Durban,Budget Beachfront,day-trip zone,82.06,21.2,5.0,8.0,6.0,7.0,7.0,6.0,6.0,5.0,Guesthouse/Hostel,Coastal,Budget
Italy,Italy,Europe,Bologna,Student City,nearby district,99.11,14.7,4.0,6.0,6.0,8.0,7.0,5.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Canada,Canada,North America,Niagara Falls,Family Attractions,day-trip zone,179.4,3.7,5.0,7.0,3.0,6.0,8.0,6.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
New Zealand,New Zealand,Oceania,Rotorua,Geothermal Parks,main area,166.75,11.2,6.0,6.0,3.0,6.0,7.0,6.0,8.0,9.0,Standard Hotel,Mountain-Nature,Family
Canada,Canada,North America,Toronto,Zoo and Museums,main area,176.6,5.7,6.0,7.0,4.0,8.0,8.0,5.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
Egypt,Egypt,Africa,Luxor,Temple Tours,day-trip zone,149.23,22.9,6.0,5.0,3.0,8.0,6.0,5.0,8.0,7.0,Standard Hotel,Urban-Heritage,Family
Peru,Peru,South America,Paracas,Coastal Reserve,nearby district,150.01,19.4,6.0,9.0,5.0,6.0,6.0,4.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
France,France,Europe,Bordeaux,Wine Country,local experience,136.73,14.9,5.0,8.0,5.0,3.0,7.0,4.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Tongariro,Alpine Crossing,local experience,134.05,10.7,8.0,4.0,4.0,7.0,7.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Toronto,Luxury Downtown Hotels,nearby district,297.07,4.2,4.0,8.0,8.0,7.0,8.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
South Africa,South Africa,Africa,Cape Winelands,Wine Estates,main area,173.29,17.1,5.0,9.0,5.0,6.0,6.0,4.0,8.0,6.0,Resort/Apartment,Coastal,Relaxation
Peru,Peru,South America,Huaraz,Budget Trekking Base,local experience,64.32,14.1,6.0,6.0,6.0,4.0,9.0,5.0,8.0,,Guesthouse/Hostel,Mountain-Nature,Budget
Brazil,Brazil,South America,Florianopolis,Family Beaches,nearby district,130.81,24.1,7.0,8.0,4.0,8.0,6.0,5.0,6.0,6.0,Standard Hotel,Coastal,Family
Australia,Australia,Oceania,Adelaide,Affordable City Break,day-trip zone,93.97,22.9,6.0,5.0,5.0,8.0,8.0,4.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Canada,Canada,North America,Muskoka,Lake Cottages,day-trip zone,169.84,5.8,5.0,8.0,4.0,5.0,7.0,5.0,9.0,8.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Vancouver Island,Coastal Trails,local experience,136.24,6.5,9.0,8.0,3.0,5.0,6.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Japan,Japan,Asia,Okinawa,Diving Islands,local experience,119.42,18.3,10.0,8.0,4.0,6.0,7.0,9.0,9.0,9.0,Guesthouse/Hostel,Coastal,Adventure
South Africa,South Africa,Africa,Johannesburg,Apartheid Museum,nearby district,158.23,19.6,3.0,3.0,6.0,8.0,8.0,5.0,,6.0,Standard Hotel,Urban-Heritage,Culture
Argentina,Argentina,South America,Mendoza,Aconcagua Foothills,day-trip zone,122.08,,,4.0,4.0,6.0,9.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Egypt,Egypt,Africa,Sharm El Sheikh,Red Sea Resorts,main area,141.54,25.2,3.0,8.0,6.0,7.0,8.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Italy,Italy,Europe,Bologna,Student City,nearby district,110.27,21.0,5.0,7.0,6.0,8.0,9.0,5.0,,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
USA,USA,North America,San Diego,Zoo and Beaches,nearby district,167.87,15.6,5.0,8.0,4.0,5.0,7.0,5.0,7.0,9.0,Standard Hotel,Coastal,Family
Peru,Peru,South America,Paracas,Boat Wildlife Tours,local experience,142.14,16.9,,6.0,3.0,7.0,7.0,4.0,,8.0,Standard Hotel,Urban-Heritage,Family
USA,USA,North America,San Antonio,Affordable Heritage,local experience,89.63,13.5,5.0,,6.0,8.0,6.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Brazil,Brazil,South America,Florianopolis,Family Beaches,nearby district,106.83,24.7,5.0,8.0,4.0,7.0,8.0,5.0,,6.0,Standard Hotel,Coastal,Family
